platformId,postUrl
3242403986085460_3642705486055306,https://www.facebook.com/groups/3242403986085460/permalink/3642705486055306
680878415415192_2245626852273666,https://www.facebook.com/680878415415192/posts/2245626852273666
644570462397897_2092092604312335,https://www.facebook.com/644570462397897/posts/2092092604312335
335277196592788_5442306905889766,https://www.facebook.com/335277196592788/posts/5442306905889766
548994915608186_1426296191211383,https://www.facebook.com/groups/548994915608186/permalink/1426296191211383
246668512106410_5067914989981714,https://www.facebook.com/246668512106410/posts/5067914989981714
100027190886703_955393895376964,https://www.facebook.com/100027190886703/posts/955393895376964
243826784761_10162383784104762,https://www.facebook.com/243826784761/posts/10162383784104762
100044391678734_635361694620214,https://www.facebook.com/100044391678734/posts/635361694620214
1495537280738829_2972970536328822,https://www.facebook.com/groups/1495537280738829/permalink/2972970536328822
229226683929449_2247892942062803,https://www.facebook.com/229226683929449/posts/2247892942062803
58497904029_10160038775409030,https://www.facebook.com/groups/58497904029/permalink/10160038775409030
222954971213043_2341307319377787,https://www.facebook.com/222954971213043/posts/2341307319377787
1796650567266970_3190199711245375,https://www.facebook.com/1796650567266970/posts/3190199711245375
729381037565971_1493235517847182,https://www.facebook.com/groups/729381037565971/permalink/1493235517847182
698826750128070_6125890474088310,https://www.facebook.com/698826750128070/posts/6125890474088310
1157538791007185_5523359971091690,https://www.facebook.com/groups/1157538791007185/permalink/5523359971091690
276489009726343_1109778926397343,https://www.facebook.com/groups/276489009726343/permalink/1109778926397343
381035092814028_879108743006658,https://www.facebook.com/groups/381035092814028/permalink/879108743006658
100027190886703_955393662043654,https://www.facebook.com/100027190886703/posts/955393662043654
1690268584634948_3322315321430258,https://www.facebook.com/1690268584634948/posts/3322315321430258
1637033599934049_3007489512888444,https://www.facebook.com/1637033599934049/posts/3007489512888444
323011458035762_1863350387335187,https://www.facebook.com/323011458035762/posts/1863350387335187
739078846214140_5397338023721509,https://www.facebook.com/groups/739078846214140/permalink/5397338023721509
141694686016170_2287757331409884,https://www.facebook.com/141694686016170/posts/2287757331409884
100044385910920_706046280884896,https://www.facebook.com/100044385910920/posts/706046280884896
100031771226648_778709663198067,https://www.facebook.com/100031771226648/posts/778709663198067
508553207638795_622650642895717,https://www.facebook.com/groups/508553207638795/permalink/622650642895717
759658267743588_1765386827170722,https://www.facebook.com/groups/759658267743588/permalink/1765386827170722
1067394966652101_5922252141166335,https://www.facebook.com/1067394966652101/posts/5922252141166335
147232478820056_1997869873756298,https://www.facebook.com/groups/147232478820056/permalink/1997869873756298
780624048938046_1797499190583855,https://www.facebook.com/groups/780624048938046/permalink/1797499190583855
1123658830997278_6060247250671720,https://www.facebook.com/groups/1123658830997278/permalink/6060247250671720
800546263749559_1525899967880848,https://www.facebook.com/groups/800546263749559/permalink/1525899967880848
881762428533561_5647144075328682,https://www.facebook.com/groups/881762428533561/permalink/5647144075328682
62189215504_10160131029265505,https://www.facebook.com/groups/62189215504/permalink/10160131029265505
309040340241486_689040098908173,https://www.facebook.com/groups/309040340241486/permalink/689040098908173
754252585407468_1289786241854097,https://www.facebook.com/groups/754252585407468/permalink/1289786241854097
100044405650360_654578376032345,https://www.facebook.com/100044405650360/posts/654578376032345
384630778339030_2656978237770928,https://www.facebook.com/groups/384630778339030/permalink/2656978237770928
300003334158765_1292830454876043,https://www.facebook.com/groups/300003334158765/permalink/1292830454876043
421195234637410_5628893887200826,https://www.facebook.com/groups/421195234637410/permalink/5628893887200826
840234185999425_5792512317438229,https://www.facebook.com/groups/840234185999425/permalink/5792512317438229
329600318586277_669896544556651,https://www.facebook.com/groups/329600318586277/permalink/669896544556651
1946661392028677_6137951166232991,https://www.facebook.com/groups/1946661392028677/permalink/6137951166232991
103782502463553_124283383746798,https://www.facebook.com/103782502463553/posts/124283383746798
1424760187801111_3309584245985353,https://www.facebook.com/groups/1424760187801111/permalink/3309584245985353
1104532136299888_5514753225277735,https://www.facebook.com/groups/1104532136299888/permalink/5514753225277735
915106901893404_8161670170570338,https://www.facebook.com/groups/915106901893404/permalink/8161670170570338
1040040012704952_8244465242262357,https://www.facebook.com/1040040012704952/posts/8244465242262357
410534340173768_798832191343979,https://www.facebook.com/groups/410534340173768/permalink/798832191343979
739964806830636_1454372368723206,https://www.facebook.com/groups/739964806830636/permalink/1454372368723206
1727808574074040_2163184387203121,https://www.facebook.com/groups/1727808574074040/permalink/2163184387203121
100063467054294_558369302955300,https://www.facebook.com/100063467054294/posts/558369302955300
932724443584465_2069179026605662,https://www.facebook.com/groups/932724443584465/permalink/2069179026605662
1548579422101191_2952988814993571,https://www.facebook.com/groups/1548579422101191/permalink/2952988814993571
100044281546938_654163836069662,https://www.facebook.com/100044281546938/posts/654163836069662
973558996172176_1996843547177044,https://www.facebook.com/groups/973558996172176/permalink/1996843547177044
100027190886703_955393248710362,https://www.facebook.com/100027190886703/posts/955393248710362
100063718383101_529406915859917,https://www.facebook.com/100063718383101/posts/529406915859917
100083137366574_139280778853167,https://www.facebook.com/100083137366574/posts/139280778853167
246447048742472_5463754333678358,https://www.facebook.com/groups/246447048742472/permalink/5463754333678358
1946661392028677_6137950452899729,https://www.facebook.com/groups/1946661392028677/permalink/6137950452899729
100044259077828_684492509702712,https://www.facebook.com/100044259077828/posts/684492509702712
1552522955036832_3303328806622896,https://www.facebook.com/groups/1552522955036832/permalink/3303328806622896
591023031063177_2379420648890064,https://www.facebook.com/groups/591023031063177/permalink/2379420648890064
100063889426437_506992958107014,https://www.facebook.com/100063889426437/posts/506992958107014
587325884950716_1831243217225637,https://www.facebook.com/groups/587325884950716/permalink/1831243217225637
100044333384503_670611334426640,https://www.facebook.com/100044333384503/posts/670611334426640
1133203686706969_6199103030116984,https://www.facebook.com/groups/1133203686706969/permalink/6199103030116984
5049276441759337_5771978832822424,https://www.facebook.com/groups/5049276441759337/permalink/5771978832822424
1586669568256790_3305123423078054,https://www.facebook.com/groups/1586669568256790/permalink/3305123423078054
2603945016566055_2933909290236291,https://www.facebook.com/groups/2603945016566055/permalink/2933909290236291
566082086876075_2385634801587452,https://www.facebook.com/groups/566082086876075/permalink/2385634801587452
134355163289909_5697937636931606,https://www.facebook.com/groups/134355163289909/permalink/5697937636931606
100078537260212_168045062490068,https://www.facebook.com/100078537260212/posts/168045062490068
1989494618004972_3314677778819976,https://www.facebook.com/groups/1989494618004972/permalink/3314677778819976
1382719805103703_8148347098540906,https://www.facebook.com/groups/1382719805103703/permalink/8148347098540906
1656210327989843_3414318335512358,https://www.facebook.com/1656210327989843/posts/3414318335512358
1218776975143674_1822302821457750,https://www.facebook.com/groups/1218776975143674/permalink/1822302821457750
542666742554830_2442906935864125,https://www.facebook.com/groups/542666742554830/permalink/2442906935864125
2995863000702696_3344559592499700,https://www.facebook.com/groups/2995863000702696/permalink/3344559592499700
1405862266360154_3367463750199986,https://www.facebook.com/1405862266360154/posts/3367463750199986
298212137987455_832746201200710,https://www.facebook.com/groups/298212137987455/permalink/832746201200710
100046934774260_681333363441150,https://www.facebook.com/100046934774260/posts/681333363441150
739013459521348_5551604014928911,https://www.facebook.com/groups/739013459521348/permalink/5551604014928911
1317441391629627_8590830647623962,https://www.facebook.com/groups/1317441391629627/permalink/8590830647623962
1403925496567024_3068143003478590,https://www.facebook.com/groups/1403925496567024/permalink/3068143003478590
219610894930_10160040126544931,https://www.facebook.com/groups/219610894930/permalink/10160040126544931
100027190886703_955392925377061,https://www.facebook.com/100027190886703/posts/955392925377061
1362207357172027_5547255288667192,https://www.facebook.com/1362207357172027/posts/5547255288667192
342629615870601_2672656836201189,https://www.facebook.com/342629615870601/posts/2672656836201189
1520484024636086_8503052806379138,https://www.facebook.com/groups/1520484024636086/permalink/8503052806379138
1721554501280490_4830110153758227,https://www.facebook.com/1721554501280490/posts/4830110153758227
1564648773603502_5486500974751576,https://www.facebook.com/groups/1564648773603502/permalink/5486500974751576
1397296183918137_3285166125131124,https://www.facebook.com/groups/1397296183918137/permalink/3285166125131124
1597196183920050_2926379934334995,https://www.facebook.com/groups/1597196183920050/permalink/2926379934334995
183300345949520_884323685847179,https://www.facebook.com/groups/183300345949520/permalink/884323685847179
35681651555_10158566351066556,https://www.facebook.com/35681651555/posts/10158566351066556
1616763055252331_3183782475217040,https://www.facebook.com/groups/1616763055252331/permalink/3183782475217040
100064720290390_476992281134778,https://www.facebook.com/100064720290390/posts/476992281134778
3387959917947407_5557643460979031,https://www.facebook.com/groups/3387959917947407/permalink/5557643460979031
100045321764589_650687963118590,https://www.facebook.com/100045321764589/posts/650687963118590
100064538329144_468870238607583,https://www.facebook.com/100064538329144/posts/468870238607583
100067944643525_435461908728627,https://www.facebook.com/100067944643525/posts/435461908728627
2009754329324598_3068694630097224,https://www.facebook.com/groups/2009754329324598/permalink/3068694630097224
484600268379929_2100948030078470,https://www.facebook.com/484600268379929/posts/2100948030078470
100046639913652_703912851315096,https://www.facebook.com/100046639913652/posts/703912851315096
100064662407401_478168257681917,https://www.facebook.com/100064662407401/posts/478168257681917
100050609434045_644029283960714,https://www.facebook.com/100050609434045/posts/644029283960714
738531419602906_5595980750524591,https://www.facebook.com/groups/738531419602906/permalink/5595980750524591
167295089977124_6330112527028652,https://www.facebook.com/167295089977124/posts/6330112527028652
100064282345576_490703603082380,https://www.facebook.com/100064282345576/posts/490703603082380
1667677403493408_3183110945283372,https://www.facebook.com/groups/1667677403493408/permalink/3183110945283372
1721554501280490_4830109517091624,https://www.facebook.com/1721554501280490/posts/4830109517091624
100027190886703_955392595377094,https://www.facebook.com/100027190886703/posts/955392595377094
10817572220_10159913209122221,https://www.facebook.com/10817572220/posts/10159913209122221
63873785957_10159762992015958,https://www.facebook.com/63873785957/posts/10159762992015958
100063773658895_514984823970635,https://www.facebook.com/100063773658895/posts/514984823970635
100044499306879_656831075810197,https://www.facebook.com/100044499306879/posts/656831075810197
2260209914232009_3290193667900290,https://www.facebook.com/groups/2260209914232009/permalink/3290193667900290
2530512220544616_3190992181163280,https://www.facebook.com/groups/2530512220544616/permalink/3190992181163280
100064674406355_483678380464638,https://www.facebook.com/100064674406355/posts/483678380464638
100044562093917_691174892377908,https://www.facebook.com/100044562093917/posts/691174892377908
103211424754369_659785079096998,https://www.facebook.com/103211424754369/posts/659785079096998
726459487504635_2398875100263057,https://www.facebook.com/groups/726459487504635/permalink/2398875100263057
124992707516031_6249889905026250,https://www.facebook.com/124992707516031/posts/6249889905026250
854599097927907_5469718736415897,https://www.facebook.com/groups/854599097927907/permalink/5469718736415897
2453450798224106_3417468838488959,https://www.facebook.com/groups/2453450798224106/permalink/3417468838488959
2454953794730463_4002306129995214,https://www.facebook.com/groups/2454953794730463/permalink/4002306129995214
100064524917057_473329898161170,https://www.facebook.com/100064524917057/posts/473329898161170
2533893806879769_3326356320966843,https://www.facebook.com/groups/2533893806879769/permalink/3326356320966843
142103051266798_508284557981977,https://www.facebook.com/groups/142103051266798/permalink/508284557981977
2726544017625700_3375664529380309,https://www.facebook.com/groups/2726544017625700/permalink/3375664529380309
134360066669572_5161452543960274,https://www.facebook.com/134360066669572/posts/5161452543960274
100063546704205_547302294064656,https://www.facebook.com/100063546704205/posts/547302294064656
1565719320174243_5522870617792407,https://www.facebook.com/1565719320174243/posts/5522870617792407
107049787648624_675814587438805,https://www.facebook.com/107049787648624/posts/675814587438805
100044363083077_676369520518478,https://www.facebook.com/100044363083077/posts/676369520518478
357698085134690_1115808209323670,https://www.facebook.com/groups/357698085134690/permalink/1115808209323670
734079486630868_5727669520605148,https://www.facebook.com/734079486630868/posts/5727669520605148
1890801904532334_3403872486558594,https://www.facebook.com/groups/1890801904532334/permalink/3403872486558594
424748014385746_2011478059046059,https://www.facebook.com/424748014385746/posts/2011478059046059
2039086749751383_3514959305497446,https://www.facebook.com/groups/2039086749751383/permalink/3514959305497446
1589176891386413_2960145427622879,https://www.facebook.com/groups/1589176891386413/permalink/2960145427622879
