Cognome e nome,Tipo elezione,Coalizione,FACEBOOK,FACEBOOK NAME,INSTAGRAM
LATINI GIORGIA,Camera Italia,CENTRODESTRA,https://www.facebook.com/LatiniGiorgia,Giorgia Latini,https://www.instagram.com/latinigiorgiaofficial/
LAUS MAURO ANTONIO DONATO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/maurolaus7,Mauro Laus,https://www.instagram.com/mauro.laus/
LEO MAURIZIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/maurizioleo20,Maurizio Leo,https://www.instagram.com/maurizio/
LETTA ENRICO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/enricoletta.it,Enrico Letta,https://www.instagram.com/enricoletta/
LOIZZO SIMONA,Camera Italia,CENTRODESTRA,https://www.facebook.com/simonaloizzoofficial,Simona Loizzo,https://www.instagram.com/simonaloizzoofficial/
LOLLOBRIGIDA FRANCESCO,Camera Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100044274377458,Francesco Lollobrigida,https://www.instagram.com/francescolollobrigida/
LOMUTI ARNALDO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/lomutiarnaldo,Arnaldo Lomuti,https://www.instagram.com/arnaldolomuti/
LOPERFIDO EMANUELE,Camera Italia,CENTRODESTRA,https://www.facebook.com/eloperfido,Emanuele Loperfido,
LUCASELLI YLENJA,Camera Italia,CENTRODESTRA,https://www.facebook.com/ylenjalucaselliFDI,Ylenja Lucaselli,https://www.instagram.com/ylenjalucaselli/
LUPI MAURIZIO ENZO,Camera Italia,CENTRODESTRA,https://www.facebook.com/mauriziolupi.it,Maurizio Lupi,https://www.instagram.com/lupimaurizio/
MACCANTI ELENA,Camera Italia,CENTRODESTRA,https://www.facebook.com/maccantielena,Elena Maccanti,https://www.instagram.com/elmac71/
MACCARI CARLO,Camera Italia,CENTRODESTRA,,,https://www.instagram.com/carlomaccari1965/
MADIA MARIA ANNA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/mariannamadia,Marianna Madia,https://www.instagram.com/marianna_madia/
MAERNA NOVO UMBERTO,Camera Italia,CENTRODESTRA,,,
MAGI RICCARDO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/RiccardoMagiRadicali,Riccardo Magi,https://www.instagram.com/riccardomagi/
MALAGUTI MAURO,Camera Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100064125331657,Mauro Malaguti,https://www.instagram.com/mauromalagutife/
MALAVASI ILENIA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/IleniaMalavasiOfficial,Ilenia Malavasi,https://www.instagram.com/ileniamalavasiofficial/
MANCINI CLAUDIO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/claudiomancinipd,Claudio Mancini,
MANES FRANCO,Camera Italia,ALTRO,,,
MANGIALAVORI GIUSEPPE TOMMASO VINCENZO,Camera Italia,CENTRODESTRA,https://www.facebook.com/MangialavoriGiuseppe,Giuseppe Mangialavori,https://www.instagram.com/giuseppe_mangialavori/
MANTOVANI LUCREZIA MARIA BENEDETTA,Camera Italia,CENTRODESTRA,https://www.facebook.com/lucreziambmantovani,Lucrezia Mantovani,https://www.instagram.com/_lucrezia_mantovani_/
MANZI IRENE,Camera Italia,CENTROSINISTRA,https://www.facebook.com/Irene-Manzi-103040609204364,Irene Manzi,
MARATTIN LUIGI,Camera Italia,TERZO POLO,https://www.facebook.com/luigimarattin,Luigi Marattin,https://www.instagram.com/luigi.marattin/
MARCHETTI RICCARDO AUGUSTO,Camera Italia,CENTRODESTRA,https://www.facebook.com/PARLAMENTARELegaSalviniPremier,Riccardo Augusto Marchetti,https://www.instagram.com/riccardo_augusto_marchetti/
MARI FRANCESCO DETTO FRANCO,Camera Italia,CENTROSINISTRA,,,
MARINO MARIA STEFANIA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/stefaniammarino,Maria Stefania Marino,https://www.instagram.com/mariastefaniamarino/
MASCHIO CIRO,Camera Italia,CENTRODESTRA,https://www.facebook.com/ciromaschio.fdi,Ciro Maschio,https://www.instagram.com/maschio.c/
MATERA MARIANGELA,Camera Italia,CENTRODESTRA,https://www.facebook.com/mariange.matera,Mariangela Matera,
MATONE SIMONETTA,Camera Italia,CENTRODESTRA,https://www.facebook.com/SimonettaMatonePerRoma,Simonetta Matone,https://www.instagram.com/simonetta_matone_per_roma/
MATTEONI NICOLE,Camera Italia,CENTRODESTRA,https://www.facebook.com/nmatteoni,Nicole Matteoni,https://www.instagram.com/nicole_matteoni_fdi/
MATTIA ALDO,Camera Italia,CENTRODESTRA,https://www.facebook.com/aldomattia22,Aldo Mattia,
MAULLU STEFANO GIOVANNI,Camera Italia,CENTRODESTRA,https://www.facebook.com/stefanomaullu,Stefano Maullu,https://www.instagram.com/stefano.maullu/
MAURI MATTEO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/matteomauriofficial,Matteo Mauri,
MAZZETTI ERICA,Camera Italia,CENTRODESTRA,https://www.facebook.com/ericamazzetti.toscana,Erica Mazzetti,
MAZZI GIANMARCO,Camera Italia,CENTRODESTRA,,,
MELONI GIORGIA,Camera Italia,CENTRODESTRA,https://www.facebook.com/giorgiameloni.paginaufficiale,Giorgia Meloni,https://www.instagram.com/giorgiameloni/
MEROLA VIRGINIO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/virginiomerola1,Virginio Merola,https://www.instagram.com/virginio_merola/
MILANI MASSIMO,Camera Italia,CENTRODESTRA,https://www.facebook.com/MassimoMilaniFdi,Massimo Milani,
MINARDO ANTONINO,Camera Italia,CENTRODESTRA,https://www.facebook.com/ninominardo,Nino Minardo,
MOLINARI RICCARDO,Camera Italia,CENTRODESTRA,https://www.facebook.com/RiccardoMolinariOfficial,Riccardo Molinari,https://www.instagram.com/riccardomolinariofficial/
MOLTENI NICOLA,Camera Italia,CENTRODESTRA,https://www.facebook.com/deputatonicolamolteni,Nicola Molteni,https://www.instagram.com/molteninicola/
MONTARULI AUGUSTA,Camera Italia,CENTRODESTRA,https://www.facebook.com/augustaanitamontaruli,Augusta Montaruli,https://www.instagram.com/augustamontaruli/
MONTEMAGNI ELISA,Camera Italia,CENTRODESTRA,https://www.facebook.com/ElisaMontemagniToscana,Elisa Montemagni,
MORASSUT ROBERTO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/RMorassut,Roberto Morassut,https://www.instagram.com/roberto_morassut/
MORGANTE MADDALENA,Camera Italia,CENTRODESTRA,https://www.facebook.com/maddalenamorganteufficiale,Maddalena Morgante,https://www.instagram.com/maddalenamorgante/
MORRONE JACOPO,Camera Italia,CENTRODESTRA,https://www.facebook.com/JacopoMorroneOfficial,Jacopo Morrone,https://www.instagram.com/jacopomorrone/
MULE' GIORGIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/giogiomulee,Giorgio Mulè,https://www.instagram.com/mulegiorgio/
NEVI RAFFAELE,Camera Italia,CENTRODESTRA,https://www.facebook.com/neviraffaele,Raffaele Nevi,https://www.instagram.com/on.neviraffaele/
NISINI TIZIANA,Camera Italia,CENTRODESTRA,https://www.facebook.com/tiziananisinilega,Tiziana Nisini,https://www.instagram.com/tiziana_nisini/
NORDIO CARLO,Camera Italia,CENTRODESTRA,https://www.facebook.com/Carlo-Nordio-105304612306846,Carlo Nordio,
ORFINI MATTEO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/orfinimatteo,Matteo Orfini,https://www.instagram.com/matteo_orfini/
ORLANDO ANDREA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/andreaorlandosp,Andrea Orlando,https://www.instagram.com/andreaorlando_ig/
ORRICO ANNA LAURA,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/AnnaLauraOrricoM5S,Anna Laura Orrico,https://www.instagram.com/annalauraorrico/
ORSINI ANDREA GIORGIO FELICE MARIA,Camera Italia,CENTRODESTRA,,,
OSNATO MARCO,Camera Italia,CENTRODESTRA,https://www.facebook.com/Osnato,Marco Osnato,https://www.instagram.com/marcoosnato/
OTTAVIANI NICOLA,Camera Italia,CENTRODESTRA,https://www.facebook.com/NicolaOttaviani22,Nicola Ottaviani,https://www.instagram.com/ottaviani_nicola/
PAGANO NAZARIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/SenNazarioPagano,Nazario Pagano,https://www.instagram.com/nazariopagano/
PAGANO UBALDO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/UbaldoPagano,Ubaldo Pagano,https://www.instagram.com/ubaldopagano/
PALOMBI ALESSANDRO,Camera Italia,CENTRODESTRA,https://www.facebook.com/AlessandroPalombiFdI,Alessandro Palombi,https://www.instagram.com/alepalombi.7/
PANIZZUT MASSIMILIANO,Camera Italia,CENTRODESTRA,https://www.facebook.com/massimilianopanizzut,Massimiliano Panizzut Zut,https://www.instagram.com/maxi.zut/
PASTORINO LUCA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/pastorino.l,Luca Pastorino,https://www.instagram.com/lucapastorino_official/
PAVANELLI EMMA,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/emmapavanellim5s,Emma Pavanelli,https://www.instagram.com/emmapavanelli/
PELLA ROBERTO,Camera Italia,CENTRODESTRA,https://www.facebook.com/robertopella70,Roberto Pella,https://www.instagram.com/roberto_pella/
PELLEGRINI MARCO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/MarcoPellegriniM5s,Marco Pellegrini,https://www.instagram.com/marco.pellegrini.m5s/
PELLICINI ANDREA,Camera Italia,CENTRODESTRA,https://www.facebook.com/andreapellicini,Andrea Pellicini,https://www.instagram.com/andreapellicini/
PELUFFO VINICIO GIUSEPPE GUIDO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/vinicio.peluffo,Vinicio Peluffo,https://www.instagram.com/viniciopeluffo/
PENZA PASQUALINO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/1PasqualePenza,Pasquale Penza,
PICHETTO FRATIN GILBERTO,Camera Italia,CENTRODESTRA,https://www.facebook.com/gilbertopichettofratin,Gilberto Pichetto,https://www.instagram.com/gilbertopichetto/
PIERRO ATTILIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/attilio.pierro.1614,Attilio Pierro,https://www.instagram.com/attilio_pierro_official/
PIETRELLA FABIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/FabioPietrella,Fabio Pietrella,
PISANO CALOGERO,Camera Italia,CENTRODESTRA,https://www.facebook.com/CalogeroPisano.Ag,Calogero Pisano Pagina,
PITTALIS PIETRO,Camera Italia,CENTRODESTRA,https://www.facebook.com/pittalispietro,Onorevole Pietro Pittalis,https://www.instagram.com/onpietropittalis/
POLIDORI CATIA,Camera Italia,CENTRODESTRA,https://www.facebook.com/OnPolidori,Catia Polidori,
POLO BARBARA,Camera Italia,CENTRODESTRA,https://www.facebook.com/Barbara-Polo-103782502463553,Barbara Polo,
PRETTO ERIK UMBERTO,Camera Italia,CENTRODESTRA,https://www.facebook.com/erik.pretto.official,Erik Pretto,https://www.instagram.com/erik.pretto/
PRISCO EMANUELE,Camera Italia,CENTRODESTRA,https://www.facebook.com/EmanuelePriscoUfficiale,Emanuele Prisco,https://www.instagram.com/prisco.emanuele/
PROVENZANO GIUSEPPE LUCIANO CALOGERO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/peppeprovenzano82,Peppe Provenzano,
QUARTAPELLE PROCOPIO LIA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/lia.quartapelle,Lia Quartapelle,https://www.instagram.com/lia.quartapelle/
QUARTINI ANDREA,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/andreaquartiniM5S,Andrea Quartini,https://www.instagram.com/andreaquartini/
RAFFA ANGELA,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/angelaraffaM5S,Angela Raffa,https://www.instagram.com/angelaraffam5s/
RAIMONDO CARMINE FABIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/raimondofabio,Fabio Raimondo,
RAMPELLI FABIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/fabiorampelli.ufficiale,Fabio Rampelli,https://www.instagram.com/fabiorampelli/
RAVETTO LAURA,Camera Italia,CENTRODESTRA,https://www.facebook.com/ravetto.laura,Laura Ravetto,https://www.instagram.com/laura_ravetto/
RICCIARDI RICCARDO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/RiccardoRicciardiDeputato,Riccardo Ricciardi,https://www.instagram.com/riccardo.ricciardi.33/
RICHETTI MATTEO,Camera Italia,TERZO POLO,https://www.facebook.com/matteorichetti,Matteo Richetti,https://www.instagram.com/matteorichetti/
RIXI EDOARDO,Camera Italia,CENTRODESTRA,https://www.facebook.com/EdoRixi,Edoardo Rixi,https://www.instagram.com/edorixi/
RIZZETTO WALTER,Camera Italia,CENTRODESTRA,https://www.facebook.com/w.rizzetto,Walter Rizzetto,https://www.instagram.com/walter_rizzetto/
ROGGIANI SILVIA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/RoggianiSilvia,Silvia Roggiani,https://www.instagram.com/silvia.roggiani/
ROMANO FRANCESCO SAVERIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/FrancescoSaverioRomano,Saverio Romano,
ROSATO ETTORE,Camera Italia,TERZO POLO,https://www.facebook.com/EttoreRosato.pagina,Ettore Rosato,https://www.instagram.com/ettorerosato/
ROSCANI FABIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/RoscaniFabio,Fabio Roscani,https://www.instagram.com/fabio.roscani/
ROSSELLO CRISTINA,Camera Italia,CENTRODESTRA,,,
ROSSI ANDREA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/AndreaRossiPD,Andrea Rossi,https://www.instagram.com/andrea_rossi76/
ROSSI FABRIZIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/Fabrzio.Rossi,Fabrizio Rossi,
ROSSO MATTEO,Camera Italia,CENTRODESTRA,,,
ROTELLI MAURO,Camera Italia,CENTRODESTRA,https://www.facebook.com/maurorotellicamera,Mauro Rotelli,https://www.instagram.com/igermaurophone/
ROTONDI GIANFRANCO,Camera Italia,CENTRODESTRA,https://www.facebook.com/gianfrarotondi,Gianfranco Rotondi,https://www.instagram.com/gianfranco_rotondi/
RUBANO FRANCESCO MARIA,Camera Italia,CENTRODESTRA,https://www.facebook.com/francescomariarubanosindaco,Francesco Maria Rubano,https://www.instagram.com/francesco_maria_rubano/
RUFFINO DANIELA,Camera Italia,TERZO POLO,https://www.facebook.com/OnorevoleDanielaRuffino,Daniela Ruffino,
RUSPANDINI MASSIMO,Camera Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100044583167879,Massimo Ruspandini,https://www.instagram.com/massimo.ruspandini/
SACCANI GLORIA,Camera Italia,CENTRODESTRA,,,
SANTILLO AGOSTINO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/agostino.santillo,Agostino Santillo,https://www.instagram.com/agostino_santillo/
SARRACINO MARCO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/marcosarracino21,Marco Sarracino,https://www.instagram.com/marcosarracino/
SASSO ROSSANO,Camera Italia,CENTRODESTRA,https://www.facebook.com/rossanosassoofficial,Rossano Sasso,https://www.instagram.com/roxsasso/
SBARDELLA LUCA,Camera Italia,CENTRODESTRA,https://www.facebook.com/luca.sbardella.14,Luca Sbardella,https://www.instagram.com/l.sbardella/
SCARPA RACHELE,Camera Italia,CENTROSINISTRA,https://www.facebook.com/ScarpaRach,Rachele Scarpa,
SCERRA FILIPPO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/FilippoScerraPortavoceM5S,Filippo Scerra,https://www.instagram.com/filipposcerram5s/
SCHIFONE MARTA,Camera Italia,CENTRODESTRA,https://www.facebook.com/SchifoneMarta,Marta Schifone,https://www.instagram.com/martaschifone/
SCHLEIN ELENA ETHEL,Camera Italia,CENTROSINISTRA,https://www.facebook.com/ellyschlein1,Elly Schlein,
SCHULLIAN MANFRED,Camera Italia,ALTRO,,,
SCOTTO ARTURO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/arturo.scotto.1,Arturo Scotto,
SEMENZATO MARTINA,Camera Italia,CENTRODESTRA,https://www.facebook.com/semenzatomartina,Martina Semenzato,https://www.instagram.com/martina.semenzato/
SERRACCHIANI DEBORA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/serracchiani,Debora Serracchiani,https://www.instagram.com/deboraserracchiani/
SILVESTRI FRANCESCO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/FrancescoSilvestriM5S,Francesco Silvestri,https://www.instagram.com/francesco_silvestri_/
SILVESTRI RACHELE,Camera Italia,CENTRODESTRA,https://www.facebook.com/rachelesilvestri86,Rachele Silvestri,https://www.instagram.com/rachele_silvestri/
SIMIANI MARCO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/simiani.marco,Marco Simiani,
SIRACUSANO MATILDE,Camera Italia,CENTRODESTRA,https://www.facebook.com/matildesiracusanopage,Matilde Siracusano,https://www.instagram.com/matilde_siracusano/
SORTE ALESSANDRO,Camera Italia,CENTRODESTRA,https://www.facebook.com/AleSorte1984,Alessandro Sorte,https://www.instagram.com/alessandrosorte/
SOTTANELLI GIULIO CESARE,Camera Italia,TERZO POLO,https://www.facebook.com/GiulioCesareSottanelli,Giulio Cesare Sottanelli,https://www.instagram.com/giuliosottanelli/
SOUMAHORO ABOUBAKAR,Camera Italia,CENTROSINISTRA,https://www.facebook.com/AboubakarS,Aboubakar Soumahoro,https://www.instagram.com/aboubakar_soum/
SPERANZA ROBERTO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/robersperanza,Roberto Speranza,https://www.instagram.com/robertosperanza79/
SPORTIELLO GILDA,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/GildaSportielloM5S,Gilda Sportiello,https://www.instagram.com/gilda_sportiello/
STEFANAZZI CLAUDIO MICHELE,Camera Italia,CENTROSINISTRA,https://www.facebook.com/ClaudioStefanazziUfficiale,Claudio Stefanazzi,
STEFANI ALBERTO,Camera Italia,CENTRODESTRA,https://www.facebook.com/AlbertoStefaniCameraDeputati,Alberto Stefani,https://www.instagram.com/alberto_stefani007/
STEGER DIETER,Camera Italia,ALTRO,https://www.facebook.com/dieterstegersvp,Dieter Steger,https://www.instagram.com/stegerdieter/
STUMPO NICOLA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/stumpo.nico,Nico Stumpo,
SUDANO VALERIA CARMELA MARIA,Camera Italia,CENTRODESTRA,https://www.facebook.com/SudanoValeria,Valeria Sudano,
TABACCI BRUNO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/brunotabacci,Bruno Tabacci,
TAJANI ANTONIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/antonio.tajani,Antonio Tajani,https://www.instagram.com/antoniotajani/
TASSINARI ROSARIA,Camera Italia,CENTRODESTRA,https://www.facebook.com/rostassinari,Rosaria Tassinari,https://www.instagram.com/rosariatassinari/
TENERINI CHIARA,Camera Italia,CENTRODESTRA,https://www.facebook.com/chiaratenerinicecina,Chiara Tenerini,https://www.instagram.com/chiaratenerini_official/
TESTA GUERINO,Camera Italia,CENTRODESTRA,https://www.facebook.com/GuerinoTesta1,Guerino Testa,https://www.instagram.com/guerinotesta/
TODDE ALESSANDRA,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/AlessandraToddeM5S,Alessandra Todde,https://www.instagram.com/alessandratoddem5s/
TORTO DANIELA,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/danielatorto,Daniela Torto,https://www.instagram.com/danielatorto/
TOSI FLAVIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/FlavioTosiUfficiale,Flavio Tosi,https://www.instagram.com/flavio.tosi/
TRANCASSINI PAOLO,Camera Italia,CENTRODESTRA,https://www.facebook.com/PaoloTranca,Paolo Trancassini,https://www.instagram.com/paolotrancassini/
TRAVERSI ROBERTO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/RobertoTraversiM5s,Roberto Traversi,https://www.instagram.com/traversi.roberto/
TREMAGLIA ANDREA,Camera Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100063724179451,Andrea Tremaglia,https://www.instagram.com/andrea.tremaglia/
TREMONTI GIULIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/TremontiGiulio,Giulio Tremonti,
TUCCI RICCARDO,Camera Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/RiccardoTucciM5S,Riccardo Tucci,https://www.instagram.com/rictucci/
VACCARI STEFANO,Camera Italia,CENTROSINISTRA,,,
VARCHI MARIA CAROLINA,Camera Italia,CENTRODESTRA,https://www.facebook.com/mariacarolinavarchi,Carolina Varchi,https://www.instagram.com/carolina.varchi/
VIETRI MARIA IMMACOLATA,Camera Italia,CENTRODESTRA,,,
ZAN ALESSANDRO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/alessandro.zan,Alessandro Zan,https://www.instagram.com/alessandro.zan/
ZANELLA LUANA,Camera Italia,CENTROSINISTRA,,,
ZARATTI FILIBERTO,Camera Italia,CENTROSINISTRA,https://www.facebook.com/filiberto.zaratti.ev,Filiberto Zaratti,https://www.instagram.com/zaratti.filiberto/
ZIELLO EDOARDO,Camera Italia,CENTRODESTRA,https://www.facebook.com/edoardoziello,Edoardo Ziello,https://www.instagram.com/edoardoziello/
ZINGARETTI NICOLA,Camera Italia,CENTROSINISTRA,https://www.facebook.com/nicolazingaretti,Nicola Zingaretti,https://www.instagram.com/nicolazingaretti/
ZINZI GIANPIERO,Camera Italia,CENTRODESTRA,https://www.facebook.com/gianpierozinzi.classe83,Gianpiero Zinzi,https://www.instagram.com/gianpierozinzi/
ZOFFILI EUGENIO,Camera Italia,CENTRODESTRA,https://www.facebook.com/e.zoffili,Eugenio Zoffili,https://www.instagram.com/eugenio_zoffili/
ZUCCONI RICCARDO,Camera Italia,CENTRODESTRA,https://www.facebook.com/zucconiriccardo,Riccardo Zucconi,
BORGHESE MARIO ALEJANDRO,Senato Estero,ALTRO,https://www.facebook.com/marioborghesedeputato,Mario Borghese,
CRISANTI ANDREA,Senato Estero,CENTROSINISTRA,https://www.facebook.com/prof.andreacrisanti,Andrea Crisanti,
GIACOBBE FRANCESCO,Senato Estero,CENTROSINISTRA,https://www.facebook.com/FrancescoGiacobbeForTheSenate,Francesco Giacobbe for the Senate,
LA MARCA FRANCESCA,Senato Estero,CENTROSINISTRA,https://www.facebook.com/LaMarcaF,Francesca La Marca,
ALBERTI CASELLATI MARIA ELISABETTA,Senato Italia,CENTRODESTRA,https://www.facebook.com/mariaelisabettaalberticasellatiofficial,Maria Elisabetta Alberti Casellati,https://www.instagram.com/elisabettacasellati/
ALFIERI ALESSANDRO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/ale.alfieri.va,Alessandro Alfieri,
ALOISIO VINCENZA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/profile.php?id=100087112402197,Vincenza Aloisio,https://www.instagram.com/vincenza_aloisio/
AMBROGIO PAOLA,Senato Italia,CENTRODESTRA,https://www.facebook.com/scriviambrogio,Paola Ambrogio,https://www.instagram.com/ambrogio_paola/
ANCOROTTI RENATO,Senato Italia,CENTRODESTRA,https://www.facebook.com/ancorotti.renato,Renato Ancorotti,https://www.instagram.com/renatoancorotti/
ASTORRE BRUNO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/brunoastorre.SenatorePd,Bruno Astorre,https://www.instagram.com/brunoastorre/
AUGELLO ANDREA,Senato Italia,CENTRODESTRA,https://www.facebook.com/profile.php?id=100057804379954,Andrea Augello,
BALBONI ALBERTO,Senato Italia,CENTRODESTRA,https://www.facebook.com/alberto.balboni.official,Alberto Balboni,
BASSO LORENZO,Senato Italia,CENTROSINISTRA,,,
BAZOLI ALFREDO,Senato Italia,CENTROSINISTRA,,,
BERGESIO GIORGIO MARIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/giorgiomariabergesio,Giorgio Maria Bergesio,https://www.instagram.com/giorgiobergesio/
BERLUSCONI SILVIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/SilvioBerlusconi,Silvio Berlusconi,https://www.instagram.com/silvioberlusconi_official/
BERNINI ANNA MARIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/berniniannamaria,Anna Maria Bernini,https://www.instagram.com/berniniannamaria/
BERRINO GIOVANNI,Senato Italia,CENTRODESTRA,https://www.facebook.com/BerrinoGianni,Gianni Berrino,https://www.instagram.com/gianniberrino/
BEVILACQUA DOLORES,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/bevilacquadolores,Dolores Bevilacqua,https://www.instagram.com/dobevilacqua/
BIANCOFIORE MICHAELA,Senato Italia,CENTRODESTRA,https://www.facebook.com/michaela.biancofiore,Michaela Biancofiore,
BIZZOTTO MARA,Senato Italia,CENTRODESTRA,https://www.facebook.com/marabizzotto,Mara Bizzotto Pagina Ufficiale,https://www.instagram.com/marabizzottoufficiale/
BOCCIA FRANCESCO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/francescoboccia.it,Francesco Boccia,
BONGIORNO GIULIA,Senato Italia,CENTRODESTRA,,,
BORGHESI STEFANO,Senato Italia,CENTRODESTRA,https://www.facebook.com/stefanoborghesiufficiale,Stefano Borghesi,https://www.instagram.com/borghesistefano77/
BORGHI CLAUDIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/claudioborghiaquilini.page,Claudio Borghi Aquilini,https://www.instagram.com/claudio.borghiaquilini/
BORGHI ENRICO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/enricoborghi2013,Enrico Borghi,
BORGONZONI LUCIA,Senato Italia,CENTRODESTRA,https://www.facebook.com/BorgonzoniPres,Lucia Borgonzoni,https://www.instagram.com/lucia.borgonzoni/
BUCALO CARMELA,Senato Italia,CENTRODESTRA,https://www.facebook.com/ellabucalofdi,Ella Bucalo,
BUTTI ALESSIO,Senato Italia,CENTRODESTRA,https://www.facebook.com/OnAlessioButti,Alessio Butti,
CALDEROLI ROBERTO,Senato Italia,CENTRODESTRA,https://www.facebook.com/RobertoCalderoli,Roberto Calderoli,
CALENDA CARLO,Senato Italia,TERZO POLO,https://www.facebook.com/ccalenda,Carlo Calenda,https://www.instagram.com/carlocalenda/
CAMUSSO SUSANNA LINA GIULIA,Senato Italia,CENTROSINISTRA,https://www.facebook.com/camusso.susanna,Susanna Camusso,
CANTALAMESSA GIANLUCA,Senato Italia,CENTRODESTRA,https://www.facebook.com/gianluca.cantalamessa.14,Gianluca Cantalamessa,https://www.instagram.com/cantala68/
CANTU' MARIA CRISTINA,Senato Italia,CENTRODESTRA,,,
CASINI PIER FERDINANDO,Senato Italia,CENTROSINISTRA,https://www.facebook.com/pierferdinandocasini,Pier Ferdinando Casini,https://www.instagram.com/pierferdinandocasini/
CASTELLI GUIDO,Senato Italia,CENTRODESTRA,https://www.facebook.com/GuidoCastelli65,Guido Castelli,
CASTELLONE MARIA DOMENICA,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/MariaDomenicaCastellone,Mariolina Castellone,https://www.instagram.com/mariadomenicacastellone_m5s/
CATALDI ROBERTO,Senato Italia,MOVIMENTO 5 STELLE,https://www.facebook.com/robertocataldi.m5s,Roberto Cataldi,
CENTINAIO GIAN MARCO,Senato Italia,CENTRODESTRA,https://www.facebook.com/GianMarcoCentinaioOfficial,Gian Marco Centinaio,https://www.instagram.com/senatorecentinaio/
CIRIANI LUCA,Senato Italia,CENTRODESTRA,https://www.facebook.com/L.Ciriani,Luca Ciriani,https://www.instagram.com/luca.ciriani/
COSENZA GIULIA,Senato Italia,CENTRODESTRA,,,
